VesselID,VesselType,Lpp_m,Beam_m,Draft_m,Depth_m,Displacement_t,CB,CP,CM,CW,ServiceSpeed_ms,DWT_t,EngineType,YearBuilt,Source,DataQuality,HullGeometryFile,ResistanceCurve
OTH_0203,Other,160.67,22.48,4.83,11.61,8447.0,0.538,0.604,0.967,0.619,10.237,52966.0,Hybrid,2019,DSYHS (Delft),Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [354774, 397009, 439243, 481479, 523713, 565949, 608184]}"
CRU_0204,Cruise ship,287.94,32.66,9.04,33.76,36113.6,0.472,0.552,0.883,0.871,10.901,13870.0,Diesel-electric,2023,DSYHS (Delft),Design spec,STL,
NAV_0205,Naval combatant,178.68,18.98,9.48,8.28,21122.5,0.73,0.803,0.935,0.78,13.829,14844.0,Hybrid,2001,Public spec,Design spec,IGES,
CON_0206,Container,127.08,27.77,8.97,24.11,12820.4,0.45,0.519,0.88,0.642,11.551,184568.0,Gas Turbine,2024,ShipD (MIT),Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [538456, 602558, 666660, 730762, 794864, 858966, 923068]}"
OTH_0207,Other,217.31,11.37,3.55,17.21,4705.0,0.596,0.555,0.956,0.812,7.733,33689.0,Diesel-electric,1990,DSYHS (Delft),Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [197610, 221135, 244659, 268185, 291709, 315235, 338760]}"
NAV_0208,Naval combatant,109.16,21.69,8.16,17.29,13302.0,0.765,0.744,0.938,0.656,14.44,10950.0,Diesel-electric,1978,Open dataset,Model tests,STL,
RO-_0209,RO-RO,217.61,31.42,7.84,9.82,27836.8,0.577,0.632,0.942,0.805,7.524,30778.0,Electric,1991,ShipD (MIT),Design spec,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1169145, 1308329, 1447513, 1586697, 1725881, 1865065, 2004249]}"
NAV_0210,Naval combatant,108.47,20.85,4.53,15.09,6509.7,0.706,0.771,0.917,0.685,14.145,2881.0,Diesel,1986,Open dataset,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [273407, 305955, 338504, 371052, 403601, 436149, 468698]}"
RO-_0211,RO-RO,155.73,24.39,5.83,12.14,16003.3,0.803,0.799,0.906,0.865,9.637,35527.0,Electric,2018,DSYHS (Delft),Design spec,IGES,
BUL_0212,Bulk carrier,287.83,19.57,8.32,15.74,20751.9,0.492,0.486,0.983,0.651,5.337,377315.0,Gas Turbine,1975,MARIN paper,Measured,IGES,
CON_0213,Container,229.4,45.45,12.47,21.99,55113.4,0.471,0.464,0.996,0.731,10.797,185858.0,Gas Turbine,2004,Open dataset,Estimated,None,
CRU_0214,Cruise ship,170.14,37.72,8.37,27.36,22818.6,0.472,0.422,0.863,0.864,10.546,17008.0,Diesel,1976,DSYHS (Delft),Design spec,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [958381, 1072474, 1186567, 1300660, 1414753, 1528846, 1642939]}"
BUL_0215,Bulk carrier,219.45,23.43,20.56,20.36,76875.0,0.808,0.792,0.946,0.724,6.099,158763.0,Nuclear,1981,ShipD (MIT),Estimated,IGES,
OFF_0216,Offshore supply,68.44,23.72,5.26,5.76,5602.5,0.729,0.692,0.95,0.859,6.422,4587.0,Hybrid,1984,ShipD (MIT),Calculated from geometry,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [235304, 263317, 291330, 319342, 347354, 375367, 403380]}"
RO-_0217,RO-RO,234.84,29.74,9.68,13.73,33100.1,0.544,0.533,0.909,0.873,7.309,35130.0,Hybrid,2003,Open dataset,Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1390204, 1555704, 1721205, 1886705, 2052206, 2217706, 2383207]}"
BUL_0218,Bulk carrier,319.34,39.1,23.18,13.68,139360.5,0.535,0.51,0.856,0.625,6.902,88748.0,Electric,2022,DSYHS (Delft),Measured,None,
NAV_0219,Naval combatant,190.19,21.14,4.4,11.88,9696.3,0.609,0.601,0.891,0.747,17.355,12225.0,Hybrid,2009,MARIN paper,Calculated from geometry,Mesh available (OBJ),
RO-_0220,RO-RO,112.45,27.33,7.91,17.65,10720.5,0.49,0.454,0.967,0.851,9.88,53047.0,Gas Turbine,1996,SIMMAN,Calculated from geometry,STL,
OTH_0221,Other,152.45,12.75,8.96,19.69,11316.8,0.722,0.724,0.909,0.881,8.378,4976.0,Gas Turbine,2000,Public spec,Model tests,None,
FER_0222,Ferry,96.64,31.91,7.22,9.48,16812.2,0.839,0.819,0.895,0.838,10.952,2634.0,Nuclear,2016,MARIN paper,Model tests,Parametric (NURBS),
OFF_0223,Offshore supply,64.8,23.54,5.96,8.8,6521.2,0.797,0.854,0.927,0.651,6.105,3139.0,Hybrid,1978,MARIN paper,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [273890, 306496, 339102, 371708, 404314, 436920, 469526]}"
CRU_0224,Cruise ship,333.79,30.03,7.14,20.5,30273.8,0.47,0.467,0.88,0.718,10.215,14923.0,Electric,1977,ShipD (MIT),Design spec,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1271499, 1422868, 1574237, 1725606, 1876975, 2028344, 2179713]}"
OFF_0225,Offshore supply,91.58,14.49,6.48,7.93,4566.0,0.59,0.561,0.984,0.84,7.271,1853.0,Diesel,1994,DSYHS (Delft),Measured,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [191772, 214602, 237431, 260262, 283091, 305922, 328752]}"
CRU_0226,Cruise ship,285.95,49.11,7.67,26.14,44398.0,0.458,0.509,0.965,0.603,11.136,21184.0,Diesel,2008,DSYHS (Delft),Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1864715, 2086706, 2308696, 2530686, 2752675, 2974666, 3196656]}"
FER_0227,Ferry,156.91,28.44,4.01,11.16,12739.2,0.791,0.801,0.883,0.697,9.387,5026.0,Diesel,2007,ShipD (MIT),Measured,None,
FIS_0228,Fishing,57.08,12.53,2.84,2.65,870.2,0.476,0.554,0.946,0.876,5.459,713.0,Gas Turbine,2011,DSYHS (Delft),Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [36548, 40899, 45250, 49601, 53952, 58303, 62654]}"
CRU_0229,Cruise ship,338.93,54.22,9.01,29.0,106398.4,0.714,0.752,0.958,0.81,11.313,11485.0,Nuclear,1996,SIMMAN,Model tests,STL,
OTH_0230,Other,248.48,20.44,14.7,21.53,47372.0,0.705,0.717,0.991,0.715,5.969,17040.0,Hybrid,2012,DSYHS (Delft),Estimated,Mesh available (OBJ),
OFF_0231,Offshore supply,58.96,15.62,6.23,8.81,2700.7,0.523,0.561,0.9,0.629,6.241,4516.0,Nuclear,1989,Public spec,Estimated,None,
OTH_0232,Other,102.33,43.3,10.2,26.39,27781.4,0.683,0.756,0.861,0.885,7.205,86756.0,Hybrid,1994,Public spec,Calculated from geometry,Mesh available (OBJ),
TAN_0233,Tanker,172.97,29.61,14.96,24.24,56062.7,0.813,0.822,0.897,0.829,7.549,224535.0,Diesel-electric,2010,Public spec,Model tests,Mesh available (OBJ),
OFF_0234,Offshore supply,69.15,22.66,3.67,8.82,3343.4,0.646,0.695,0.863,0.797,7.1,2539.0,Nuclear,2000,ShipD (MIT),Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [140422, 157139, 173856, 190573, 207290, 224007, 240724]}"
CRU_0235,Cruise ship,303.44,60.0,9.23,31.35,100121.3,0.662,0.614,0.851,0.835,9.726,26924.0,Diesel-electric,1989,ShipD (MIT),Calculated from geometry,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4205094, 4705701, 5206307, 5706914, 6207520, 6708127, 7208733]}"
OTH_0236,Other,105.71,7.94,2.35,28.61,1121.9,0.632,0.65,0.929,0.739,8.355,13422.0,Gas Turbine,2001,DSYHS (Delft),Design spec,IGES,
CON_0237,Container,168.53,48.54,8.18,28.88,41314.0,0.686,0.658,0.905,0.808,8.404,176543.0,Hybrid,1986,MARIN paper,Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1735188, 1941758, 2148328, 2354898, 2561467, 2768038, 2974608]}"
CON_0238,Container,298.59,45.45,7.18,27.86,54108.0,0.617,0.616,0.932,0.752,8.94,142086.0,Diesel,2010,Public spec,Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2272536, 2543076, 2813615, 3084156, 3354695, 3625236, 3895776]}"
FIS_0239,Fishing,32.55,12.48,2.12,6.98,381.3,0.492,0.535,0.868,0.636,4.662,206.0,Gas Turbine,1982,MARIN paper,Design spec,None,
RO-_0240,RO-RO,134.3,16.79,7.48,10.08,12493.1,0.823,0.816,0.85,0.815,10.001,50443.0,Nuclear,2012,DSYHS (Delft),Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [524710, 587175, 649641, 712106, 774572, 837037, 899503]}"
BUL_0241,Bulk carrier,271.95,22.76,12.09,15.09,56909.8,0.845,0.833,0.92,0.632,5.594,25383.0,Gas Turbine,1988,Open dataset,Estimated,IGES,
BUL_0242,Bulk carrier,139.95,53.64,8.73,28.74,42172.0,0.715,0.687,0.904,0.74,6.744,352605.0,Gas Turbine,1975,Public spec,Design spec,Mesh available (OBJ),
RO-_0243,RO-RO,150.04,25.13,9.18,14.9,19968.4,0.641,0.646,0.983,0.653,7.611,44131.0,Diesel-electric,2024,ShipD (MIT),Calculated from geometry,STL,
OFF_0244,Offshore supply,106.16,21.5,3.73,6.9,4543.7,0.593,0.547,0.953,0.868,8.149,957.0,Diesel,2001,SIMMAN,Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [190835, 213553, 236272, 258990, 281709, 304427, 327146]}"
BUL_0245,Bulk carrier,174.94,32.77,19.27,24.91,75263.7,0.757,0.782,0.935,0.913,6.867,141937.0,Electric,2003,Open dataset,Measured,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3161075, 3537393, 3913712, 4290030, 4666349, 5042667, 5418986]}"
RO-_0246,RO-RO,189.26,20.97,6.73,14.76,14519.5,0.604,0.663,0.934,0.916,7.371,39317.0,Hybrid,1980,SIMMAN,Calculated from geometry,Parametric (NURBS),
BUL_0247,Bulk carrier,277.8,33.07,13.29,16.12,71754.2,0.653,0.675,0.907,0.861,5.347,183233.0,Nuclear,2006,ShipD (MIT),Calculated from geometry,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3013676, 3372447, 3731218, 4089989, 4448760, 4807531, 5166302]}"
NAV_0248,Naval combatant,103.06,16.97,7.92,9.03,7666.8,0.615,0.637,0.85,0.629,15.969,10047.0,Hybrid,1989,MARIN paper,Design spec,IGES,
NAV_0249,Naval combatant,129.97,12.54,5.34,12.54,5279.4,0.674,0.705,0.921,0.81,16.544,3482.0,Electric,2018,DSYHS (Delft),Model tests,None,
NAV_0250,Naval combatant,181.29,21.64,5.75,13.22,14840.9,0.731,0.687,0.875,0.645,16.549,11380.0,Gas Turbine,1976,MARIN paper,Design spec,Parametric (NURBS),
BUL_0251,Bulk carrier,315.35,36.47,15.31,27.19,116792.2,0.737,0.701,0.912,0.897,7.299,239636.0,Nuclear,2019,SIMMAN,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4905272, 5489233, 6073194, 6657155, 7241116, 7825077, 8409038]}"
TAN_0252,Tanker,371.33,20.21,20.52,23.83,86344.4,0.623,0.649,0.989,0.85,7.954,314399.0,Electric,1981,DSYHS (Delft),Model tests,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3626464, 4058186, 4489908, 4921630, 5353352, 5785074, 6216796]}"
OTH_0253,Other,189.73,19.48,17.81,14.3,41114.1,0.694,0.734,0.887,0.727,6.232,29452.0,Diesel-electric,2021,DSYHS (Delft),Calculated from geometry,STL,
FIS_0254,Fishing,34.43,13.82,5.37,6.27,1894.9,0.824,0.856,0.88,0.8,5.61,351.0,Diesel-electric,2013,Open dataset,Design spec,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [79585, 89060, 98534, 108009, 117483, 126958, 136432]}"
FIS_0255,Fishing,60.13,8.51,2.02,4.11,597.2,0.642,0.666,0.95,0.734,7.963,842.0,Nuclear,1988,ShipD (MIT),Measured,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [25082, 28068, 31054, 34040, 37026, 40012, 42998]}"
CON_0256,Container,214.26,20.23,7.51,18.14,22382.7,0.764,0.842,0.953,0.647,8.518,159027.0,Hybrid,1983,ShipD (MIT),Estimated,IGES,
BUL_0257,Bulk carrier,249.38,49.75,16.99,14.93,134504.5,0.709,0.71,0.927,0.855,6.935,280245.0,Nuclear,1973,SIMMAN,Calculated from geometry,None,
FIS_0258,Fishing,18.5,14.41,2.41,7.21,459.1,0.794,0.802,0.884,0.803,7.766,374.0,Hybrid,2007,Open dataset,Measured,Parametric (NURBS),
CRU_0259,Cruise ship,211.78,29.1,8.71,22.8,25121.3,0.52,0.537,0.907,0.737,10.405,8251.0,Gas Turbine,2007,ShipD (MIT),Estimated,IGES,
TAN_0260,Tanker,149.59,64.57,18.15,29.34,110446.1,0.7,0.76,0.895,0.853,6.843,42067.0,Gas Turbine,2015,MARIN paper,Design spec,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4638736, 5190966, 5743197, 6295427, 6847658, 7399888, 7952119]}"
FIS_0261,Fishing,19.43,11.07,3.37,5.22,317.7,0.487,0.466,0.882,0.706,5.972,226.0,Hybrid,2018,MARIN paper,Calculated from geometry,STL,
CON_0262,Container,134.42,32.53,9.16,26.77,29451.5,0.817,0.799,0.856,0.883,9.997,161279.0,Nuclear,1977,Public spec,Measured,None,
CON_0263,Container,373.4,52.53,10.37,30.46,114964.2,0.628,0.584,0.985,0.662,10.61,190160.0,Hybrid,1980,MARIN paper,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [4828496, 5403317, 5978138, 6552959, 7127780, 7702601, 8277422]}"
CRU_0264,Cruise ship,290.77,52.94,9.16,26.36,62436.2,0.492,0.512,0.955,0.912,10.855,21164.0,Electric,1974,Open dataset,Design spec,Mesh available (OBJ),
OFF_0265,Offshore supply,100.18,12.53,3.29,5.89,2048.0,0.551,0.51,0.973,0.892,6.403,2816.0,Nuclear,1995,Public spec,Model tests,IGES,
BUL_0266,Bulk carrier,232.32,48.15,17.89,26.63,123194.6,0.684,0.725,0.861,0.897,5.417,316887.0,Hybrid,1989,ShipD (MIT),Estimated,IGES,
RO-_0267,RO-RO,149.27,29.21,7.37,13.33,14605.1,0.505,0.506,0.97,0.775,10.166,10356.0,Electric,2013,Open dataset,Estimated,Mesh available (OBJ),
FIS_0268,Fishing,71.86,5.98,1.69,5.44,397.4,0.608,0.629,0.863,0.667,7.93,728.0,Nuclear,1983,Open dataset,Measured,Parametric (NURBS),
TAN_0269,Tanker,184.16,49.61,12.3,12.87,72616.7,0.718,0.742,0.858,0.84,8.2,251494.0,Hybrid,2011,ShipD (MIT),Estimated,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3049901, 3412984, 3776068, 4139151, 4502235, 4865318, 5228402]}"
FER_0270,Ferry,64.73,28.87,5.18,6.65,4364.8,0.501,0.536,0.865,0.798,11.73,2610.0,Gas Turbine,1998,MARIN paper,Estimated,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [183321, 205145, 226969, 248793, 270617, 292441, 314265]}"
TAN_0271,Tanker,275.73,37.5,13.38,20.71,56279.8,0.452,0.434,0.883,0.837,6.491,379648.0,Electric,1978,Open dataset,Estimated,IGES,
OFF_0272,Offshore supply,81.18,22.85,4.95,5.54,5850.8,0.708,0.669,0.892,0.864,7.896,1339.0,Electric,2016,ShipD (MIT),Model tests,Mesh available (OBJ),
FIS_0273,Fishing,56.06,15.38,4.11,6.62,1706.3,0.535,0.49,0.889,0.886,6.892,657.0,Gas Turbine,1979,SIMMAN,Design spec,STL,
FER_0274,Ferry,70.08,23.03,3.0,6.91,1978.4,0.454,0.435,0.995,0.914,10.397,6081.0,Nuclear,1978,DSYHS (Delft),Design spec,STL,
OTH_0275,Other,204.64,48.55,15.11,16.05,80255.2,0.594,0.572,0.923,0.62,6.396,4328.0,Hybrid,1983,Public spec,Calculated from geometry,IGES,
OFF_0276,Offshore supply,111.71,12.56,5.59,5.52,5908.3,0.837,0.869,0.891,0.837,6.93,3506.0,Electric,1994,SIMMAN,Estimated,STL,
BUL_0277,Bulk carrier,228.5,35.69,22.52,21.36,97685.7,0.591,0.654,0.923,0.754,6.699,205716.0,Nuclear,1978,DSYHS (Delft),Design spec,Mesh available (OBJ),
FIS_0278,Fishing,56.83,6.96,2.34,4.17,613.9,0.737,0.702,0.885,0.86,7.821,486.0,Nuclear,2000,DSYHS (Delft),Measured,Parametric (NURBS),
RO-_0279,RO-RO,93.37,16.86,7.87,9.61,7827.4,0.702,0.657,0.936,0.618,7.999,12442.0,Hybrid,1995,MARIN paper,Model tests,None,
BUL_0280,Bulk carrier,165.48,46.51,15.54,20.6,57911.9,0.538,0.541,0.871,0.786,7.119,253052.0,Gas Turbine,2002,DSYHS (Delft),Estimated,IGES,
OTH_0281,Other,185.37,15.34,8.63,5.93,11727.7,0.531,0.593,0.926,0.734,5.039,9675.0,Hybrid,2000,MARIN paper,Model tests,STL,
FIS_0282,Fishing,63.9,5.3,4.47,7.41,907.4,0.666,0.616,0.991,0.817,6.335,426.0,Electric,1972,MARIN paper,Calculated from geometry,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [38110, 42647, 47184, 51721, 56258, 60795, 65332]}"
OFF_0283,Offshore supply,105.27,17.34,5.36,8.71,6648.3,0.755,0.796,0.865,0.643,6.617,1548.0,Diesel,2024,Public spec,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [279228, 312470, 345711, 378953, 412194, 445436, 478677]}"
RO-_0284,RO-RO,128.67,16.11,8.72,8.07,10720.6,0.659,0.677,0.906,0.666,9.685,25713.0,Diesel-electric,1976,SIMMAN,Measured,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [450265, 503868, 557471, 611074, 664677, 718280, 771883]}"
FER_0285,Ferry,178.25,21.01,4.51,6.2,10975.2,0.722,0.77,0.912,0.851,9.152,3024.0,Nuclear,2005,Public spec,Estimated,STL,
NAV_0286,Naval combatant,175.16,15.98,4.83,16.64,6059.4,0.498,0.478,0.967,0.904,13.377,8608.0,Gas Turbine,2020,MARIN paper,Measured,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [254494, 284791, 315088, 345385, 375682, 405979, 436276]}"
TAN_0287,Tanker,233.38,50.52,21.67,30.58,146936.4,0.639,0.667,0.863,0.684,6.289,277972.0,Nuclear,2016,SIMMAN,Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [6171328, 6906010, 7640692, 8375374, 9110056, 9844738, 10579420]}"
FER_0288,Ferry,156.74,25.53,7.7,10.56,19578.0,0.706,0.713,0.88,0.81,11.136,2359.0,Hybrid,1972,MARIN paper,Measured,Parametric (NURBS),
OTH_0289,Other,67.46,6.62,5.93,3.01,1222.7,0.513,0.593,0.967,0.713,6.555,58628.0,Diesel,2003,Open dataset,Model tests,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [51353, 57466, 63580, 69693, 75807, 81920, 88034]}"
FIS_0290,Fishing,33.49,15.62,5.62,4.09,2209.3,0.835,0.821,0.941,0.662,8.898,579.0,Diesel-electric,1986,SIMMAN,Measured,Mesh available (OBJ),
FIS_0291,Fishing,19.71,8.12,5.76,6.82,691.1,0.833,0.897,0.972,0.784,7.687,966.0,Nuclear,2006,DSYHS (Delft),Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [29026, 32481, 35937, 39392, 42848, 46303, 49759]}"
OFF_0292,Offshore supply,112.76,24.07,4.93,6.29,7261.7,0.603,0.656,0.883,0.824,7.614,2592.0,Hybrid,1992,MARIN paper,Model tests,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [304991, 341299, 377608, 413916, 450225, 486533, 522842]}"
CRU_0293,Cruise ship,210.33,37.96,8.87,25.13,42831.5,0.672,0.645,0.897,0.67,10.441,9569.0,Electric,2017,DSYHS (Delft),Calculated from geometry,Parametric (NURBS),
CRU_0294,Cruise ship,304.44,56.91,7.52,23.04,64493.1,0.55,0.58,0.873,0.634,11.154,21895.0,Nuclear,2012,MARIN paper,Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2708710, 3031175, 3353641, 3676106, 3998572, 4321037, 4643503]}"
CON_0295,Container,354.4,33.59,9.84,32.66,84550.4,0.802,0.827,0.891,0.659,11.77,107115.0,Diesel-electric,1995,MARIN paper,Design spec,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [3551116, 3973868, 4396620, 4819372, 5242124, 5664876, 6087628]}"
FIS_0296,Fishing,66.95,10.7,3.93,5.01,1538.0,0.607,0.646,0.876,0.912,7.708,465.0,Diesel,2014,ShipD (MIT),Design spec,IGES,
OTH_0297,Other,48.21,21.27,17.44,8.05,8932.8,0.555,0.54,0.994,0.71,5.251,42423.0,Electric,1996,Public spec,Estimated,IGES,
FER_0298,Ferry,117.61,24.86,7.89,9.49,16111.2,0.776,0.82,0.971,0.778,11.46,1648.0,Electric,2021,DSYHS (Delft),Calculated from geometry,Mesh available (OBJ),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [676670, 757226, 837782, 918338, 998894, 1079450, 1160006]}"
TAN_0299,Tanker,241.16,26.45,23.19,25.77,88398.0,0.664,0.655,0.923,0.68,7.794,30992.0,Electric,1976,DSYHS (Delft),Model tests,Parametric (NURBS),
FER_0300,Ferry,121.48,26.38,4.97,6.68,8514.6,0.594,0.617,0.99,0.682,6.296,1057.0,Hybrid,2013,DSYHS (Delft),Measured,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [357613, 400186, 442759, 485332, 527905, 570478, 613051]}"
FIS_0301,Fishing,26.35,14.92,3.1,6.04,707.5,0.645,0.691,0.983,0.722,5.59,635.0,Diesel-electric,1979,Open dataset,Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [29714, 33252, 36790, 40327, 43864, 47402, 50940]}"
OTH_0302,Other,180.06,43.2,2.82,7.37,10680.5,0.541,0.532,0.894,0.686,8.095,27161.0,Gas Turbine,1998,Open dataset,Measured,STL,
OFF_0303,Offshore supply,78.98,14.57,3.09,8.64,2288.1,0.715,0.787,0.955,0.626,5.66,797.0,Nuclear,1974,MARIN paper,Model tests,Mesh available (OBJ),
RO-_0304,RO-RO,168.6,35.92,5.52,14.18,14562.0,0.484,0.555,0.908,0.673,9.479,27703.0,Diesel-electric,1978,MARIN paper,Design spec,Mesh available (OBJ),
CON_0305,Container,299.06,54.14,9.93,22.95,121547.9,0.84,0.86,0.891,0.742,12.72,142548.0,Hybrid,1981,MARIN paper,Calculated from geometry,STL,
RO-_0306,RO-RO,168.52,28.79,6.55,11.47,19048.1,0.666,0.721,0.916,0.717,8.004,19607.0,Hybrid,1970,DSYHS (Delft),Estimated,None,
OFF_0307,Offshore supply,87.46,21.63,4.97,8.78,4823.2,0.57,0.62,0.97,0.791,7.604,3379.0,Nuclear,1982,MARIN paper,Calculated from geometry,IGES,
CRU_0308,Cruise ship,184.29,51.48,7.97,25.68,37768.9,0.555,0.56,0.886,0.845,11.132,25189.0,Gas Turbine,2013,Public spec,Measured,None,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [1586293, 1775138, 1963982, 2152827, 2341671, 2530516, 2719360]}"
RO-_0309,RO-RO,118.2,17.37,5.68,9.1,6633.2,0.632,0.641,0.955,0.757,8.192,10824.0,Diesel,2004,DSYHS (Delft),Model tests,None,
FER_0310,Ferry,68.76,21.4,2.55,4.72,1539.9,0.456,0.434,0.913,0.851,9.25,3034.0,Diesel,2014,Public spec,Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [64675, 72375, 80074, 87774, 95473, 103173, 110872]}"
CON_0311,Container,179.95,34.48,11.89,16.18,53648.2,0.808,0.791,0.907,0.604,12.743,145789.0,Nuclear,1994,DSYHS (Delft),Model tests,Parametric (NURBS),"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [2253224, 2521465, 2789706, 3057947, 3326188, 3594429, 3862670]}"
OFF_0312,Offshore supply,101.47,13.32,5.66,6.04,4172.3,0.606,0.681,0.99,0.651,7.392,4519.0,Hybrid,2005,ShipD (MIT),Estimated,IGES,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [175236, 196098, 216959, 237821, 258682, 279544, 300405]}"
FER_0313,Ferry,79.81,33.08,7.25,5.74,8527.2,0.495,0.527,0.899,0.654,7.878,1045.0,Diesel-electric,2020,ShipD (MIT),Model tests,STL,"{""Fn"": [0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35], ""Resistance_N"": [358142, 400778, 443414, 486050, 528686, 571322, 613958]}"
OFF_0314,Offshore supply,98.19,14.17,6.08,6.24,4948.8,0.65,0.689,0.901,0.91,7.489,548.0,Electric,1992,DSYHS (Delft),Measured,Mesh available (OBJ),
